query_id,pdb_id,score,Resolution,pubmed_id,apparatus,atmosphere,crystal_id,details,method,method_ref,pH,pressure,pressure_esd,seeding,seeding_ref,temp,temp_esd,temp_details,time,pdbx_details,pdbx_pH_range
UniRef100_A0A538QVY7,2QKE,0.9013962090405658,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A538QVY7,1VGL,0.8780487804878049,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A538QVY7,4KSO,0.8648108431869073,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A538QVY7,5JWQ,0.8648108431869073,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A538QVY7,5JWO,0.8051735982504962,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A538QVY7,5JWR,0.8051735982504962,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A538QVY7,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_UPI001FDAC7AC,1R5P,0.8958333333333333,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_UPI001FDAC7AC,1WWJ,0.8854166666666667,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_UPI001FDAC7AC,2QKE,0.8843738513169886,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_UPI001FDAC7AC,4KSO,0.8635405179836553,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_UPI001FDAC7AC,5JWQ,0.8635405179836553,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_UPI001FDAC7AC,5JWO,0.8544622161366751,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_UPI001FDAC7AC,5JWR,0.8544622161366751,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_UPI001FDAC7AC,1VGL,0.8541666666666667,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_UPI001FDAC7AC,4KUN,0.5093738513169886,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A9E3F939,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A9E3F939,1WWJ,0.9857142857142858,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A9E3F939,4KSO,0.9418143275074649,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A9E3F939,2QKE,0.9275286132217505,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A9E3F939,1VGL,0.9,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A9E3F939,5JWQ,0.8703857560788935,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A9E3F939,5JWO,0.8145812637557226,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A9E3F939,5JWR,0.8145812637557226,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A9E3F939,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_UPI0015555F8E,1VGL,1.0,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_UPI0015555F8E,2QKE,0.998957184650322,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_UPI0015555F8E,5JWQ,0.978957184650322,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_UPI0015555F8E,4KSO,0.958957184650322,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_UPI0015555F8E,5JWO,0.9202955494700082,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_UPI0015555F8E,5JWR,0.9202955494700082,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_UPI0015555F8E,1R5P,0.9199999999999999,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_UPI0015555F8E,1WWJ,0.9199999999999999,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_UPI0015555F8E,4KUN,0.778957184650322,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A3N5U1Q4,4KSO,0.998957184650322,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A3N5U1Q4,1R5P,0.962962962962963,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A3N5U1Q4,1WWJ,0.9537037037037037,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A3N5U1Q4,2QKE,0.9526608883540257,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A3N5U1Q4,5JWQ,0.9434016290947664,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A3N5U1Q4,1VGL,0.9259259259259259,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A3N5U1Q4,5JWO,0.8706659198403787,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A3N5U1Q4,5JWR,0.8706659198403787,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A3N5U1Q4,4KUN,0.8137719994651368,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A3N5U1Q4,6X61,0.5,3.200,34618577,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'1.26 M NaH2PO4, 0.54 M K2HPO4 (pH unadjusted), 0.1 M Glycine pH 10.5, 0.2 M Li2SO4, 22 degrees C'",?
UniRef100_A0A6M6BDA1,4KSO,0.998957184650322,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A6M6BDA1,1WWJ,0.9464285714285714,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A6M6BDA1,1R5P,0.9285714285714286,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A6M6BDA1,2QKE,0.9096714703646076,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A6M6BDA1,5JWQ,0.9096714703646076,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A6M6BDA1,5JWO,0.8931526923271511,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A6M6BDA1,5JWR,0.8931526923271511,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A6M6BDA1,1VGL,0.875,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A6M6BDA1,4KUN,0.5168143275074648,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_UPI001C44F7C2,1R5P,0.962962962962963,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_UPI001C44F7C2,4KSO,0.9434016290947664,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_UPI001C44F7C2,1WWJ,0.9259259259259259,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_UPI001C44F7C2,2QKE,0.9063645920577293,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_UPI001C44F7C2,5JWQ,0.8693275550206923,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_UPI001C44F7C2,1VGL,0.8518518518518519,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_UPI001C44F7C2,5JWO,0.7965918457663046,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_UPI001C44F7C2,5JWR,0.7965918457663046,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_UPI001C44F7C2,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A9E7PN32,1R5P,0.9594594594594594,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A9E7PN32,1WWJ,0.9594594594594594,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A9E7PN32,4KSO,0.9584166441097814,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A9E7PN32,5JWQ,0.9043625900557274,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A9E7PN32,2QKE,0.8908490765422139,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A9E7PN32,1VGL,0.8648648648648649,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A9E7PN32,5JWO,0.8381333873078461,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A9E7PN32,5JWR,0.8381333873078461,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A9E7PN32,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A950JTM7,5JWO,0.8336288828033416,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A950JTM7,5JWR,0.8336288828033416,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A950JTM7,2QKE,0.8322905179836553,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A950JTM7,5JWQ,0.8100682957614331,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A950JTM7,1R5P,0.8,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A950JTM7,1VGL,0.8,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A950JTM7,1WWJ,0.7888888888888889,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A950JTM7,4KSO,0.7878460735392108,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A950JTM7,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A6N2DXB7,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A6N2DXB7,1WWJ,0.9923076923076923,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A6N2DXB7,2QKE,0.9681879538810911,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A6N2DXB7,4KSO,0.9604956461887835,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A6N2DXB7,1VGL,0.9538461538461538,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A6N2DXB7,5JWQ,0.9374187231118605,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A6N2DXB7,5JWO,0.9233724725469314,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A6N2DXB7,5JWR,0.9233724725469314,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A6N2DXB7,4KUN,0.7681879538810912,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A6N2DXB7,6X61,0.5,3.200,34618577,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'1.26 M NaH2PO4, 0.54 M K2HPO4 (pH unadjusted), 0.1 M Glycine pH 10.5, 0.2 M Li2SO4, 22 degrees C'",?
UniRef100_A0A969P093,1WWJ,1.0,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A969P093,2QKE,0.9854436711368084,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A969P093,1R5P,0.972972972972973,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
